CUST_ID,REGISTRATION_ID,AGE,GENDER,MARITAL_STATUS,PROFESSION,EDUCATION,INCOME,MEMBERS_IN_HOUSEHOLD,PRODUCT_BROWSED_TOTAL,PRODUCT_BROWSED_AVERAGE,PRODUCT_PURCHASED_TOTAL,PRODUCT_PURCHASED_AVERAGE,ITEMS_PLACED_IN_CART_TOTAL,ITEMS_PLACED_IN_CART_AVERAGE,ONSITE_SEARCHES_TOTAL,ONSITE_SEARCHES_AVERAGE,PAGE_VIEWS_TOTAL,PAGE_VIEWS_AVERAGE,AMOUNT_BROWSED_TOTAL,AMOUNT_BROWSED_AVERAGE,AMOUNT_CARTED_TOTAL,AMOUNT_CARTED_AVERAGE,AMOUNT_PURCHASED_TOTAL,AMOUNT_PURCHASED_AVERAGE,AMOUNT_ABANDONED_TOTAL,AMOUNT_ABANDONED_AVERAGE,NUMBER_OF_ACTIVITIES_TOTAL,NUMBER_OF_ACTIVITIES_AVERAGE,NUMBER_OF_SESSIONS,COOKIE_ID,PCI_BUYER_CATEGORY,PCI_LTV,PCI_DEMOGRAPHIC_CLUSTER,PCI_ONLINE_BEHAVIOR_CLUSTER,PCI_BUYING_BEHAVIOR_CLUSTER,,,PCI_PRODUCT_PURCHASE_AFFINITY,PCI_PRODUCT_BROWSE_AFFINITY,PCI_NEXT_BEST_OFFER1,PCI_NEXT_BEST_OFFER2,PCI_NEXT_BEST_OFFER3,PCI_TOP_PRODUCT1,PCI_TOP_PRODUCT2,PCI_TOP_PRODUCT3
391,MICHAEL.ROBERTS,34,F,U,Doctor,College,47653,1,8,0.8,0,0,5,0.5,0,0,54,5.4,2732,273.2,1635,163.5,0,0,1635,163.5,114,11.4,10,8.36E+22,Product Viewer,LOW VALUE,MARRIED WOMEN,VISITOR,INSTORE MEDIUM VALUE OFFER SEEKER,,,Men's Career,Formal Shoes,4,5,9,3199,3194,3188
392,STUART.ANDERSON,26,F,U,Financial analyst,Post College,35168,3,0,0,0,0,0,0,0,0,4,2,0,0,0,0,0,0,0,0,8,4,2,8.36E+22,Visitor,MEDIUM VALUE,MARRIED WOMEN,REPEAT BUYER,ONLINE HIGH VALUE OFFER SEEKER,,,Home goods,Athletic Shoes,4,5,9,6200,6204,6209
393,TERRI.BARNFIELD,35,F,U,Nursing,Post College,80981,1,1,0.333333,3,1,3,1,0,0,19,6.333333,399,133,2147,715.666667,2147,715.666667,2147,715.666667,40,13.333333,3,8.36E+22,Repeat Buyer,MEDIUM VALUE,HIGH INCOME FAMILY,PROBABLE BUYER,INSTORE MEDIUM VALUE OFFER SEEKER,,,Women's Sportwear,Women's Sportwear,2,3,1,3211,3213,6178
394,WILLIAM.HOFFMAN,35,F,S,Self Employed,High School,26093,1,2,0.5,0,0,1,0.25,0,0,14,3.5,1128,282,899,224.75,0,0,899,224.75,28,7,4,8.36E+22,Product Viewer,HIGH VALUE,MIDDLE INCOME SCHOOL EDUCATED,PRODUCT VIEWER,ONLINE MEDIUM VALUE NON OFFER SEEKER,,,Women's Career,Women's Sportwear,7,9,10,3211,3213,6178
395,ADRIAN.BARNFIELD,41,M,M,Engineer,Post College,84828,5,554,0.836858,0,0,83,0.125378,193,0.291541,3553,5.367069,357609,540.194864,51466,77.743202,0,0,51466,77.743202,7434,11.229607,662,5.90E+22,Product Viewer,LOW VALUE,HIGH INCOME FAMILY,PRODUCT VIEWER,INSTORE MEDIUM VALUE OFFER SEEKER,,,Women's Shoes,Accessories,4,9,10,3199,3194,3188
396,ANASTASIA.CORTEZ,34,F,S,Professor,College,63832,1,0,0,0,0,0,0,2,1,13,6.5,0,0,0,0,0,0,0,0,25,12.5,2,5.90E+22,Visitor,MEDIUM VALUE,HIGH INCOME SINGLE,REPEAT BUYER,INSTORE HIGH VALUE NON OFFER SEEKER,,,Men's Casual,Furniture,4,9,10,6200,6204,6209
397,ANASTASIA.MILLER,61,F,M,Self Employed,College,62407,2,2,0.285714,0,0,0,0,1,0.142857,22,3.142857,998,142.571429,0,0,0,0,0,0,49,7,7,5.90E+22,Product Viewer,HIGH VALUE,MARRIED WOMEN,PRODUCT VIEWER,INSTORE HIGH VALUE NON OFFER SEEKER,,,Women's Shoes,Beauty,4,5,9,3211,3213,6178
398,CHARLIE.ANDERSON,29,M,S,Private Sector,High School,32010,1,6,1.2,3,0.6,3,0.6,1,0.2,51,10.2,2484,496.8,1397,279.4,1397,279.4,1397,279.4,104,20.8,5,5.90E+22,Repeat Buyer,HIGH VALUE,MIDDLE INCOME SCHOOL EDUCATED,PROBABLE BUYER,INSTORE MEDIUM VALUE OFFER SEEKER,,,Men's Sportswear,Athletic Shoes,4,5,9,3211,3213,6178
399,DANIEL.BARNFIELD,55,F,M,Professor,College,49090,3,0,0,0,0,0,0,0,0,4,2,0,0,0,0,0,0,0,0,6,3,2,5.90E+22,Visitor,HIGH VALUE,MARRIED WOMEN,REPEAT BUYER,INSTORE HIGH VALUE NON OFFER SEEKER,,,Men's Career,Formal Shoes,2,3,1,3199,3194,3188
400,HELENA.BARNFIELD,39,M,S,Nursing,College,47160,1,13,1.625,0,0,6,0.75,0,0,67,8.375,7317,914.625,4394,549.25,0,0,4394,549.25,131,16.375,8,5.90E+22,Product Viewer,MEDIUM VALUE,HIGH INCOME SINGLE,VISITOR,INSTORE HIGH VALUE NON OFFER SEEKER,,,Home goods,Athletic Shoes,7,9,10,6200,6204,6209
401,JESSICA.ANDERSON,37,M,M,Self Employed,College,40297,3,4,1,0,0,0,0,0,0,20,5,2226,556.5,0,0,0,0,0,0,40,10,4,5.90E+22,Product Viewer,LOW VALUE,MARRIED MEN,PRODUCT VIEWER,INSTORE MEDIUM VALUE OFFER SEEKER,,,Women's Sportwear,Women's Sportwear,4,9,10,3211,3213,6178
402,MICHAEL.ANDERSON,29,M,S,Scientist,College,31340,1,3,0.5,0,0,0,0,2,0.333333,21,3.5,1377,229.5,0,0,0,0,0,0,42,7,6,7.36E+22,Product Viewer,LOW VALUE,HIGH INCOME SINGLE,PRODUCT VIEWER,ONLINE MEDIUM VALUE NON OFFER SEEKER,,,Women's Career,Women's Sportwear,4,9,10,3211,3213,6178
403,BOBBIRD@EMAIL1.COM,26,M,U,Not employed,College,37493,2,2,0.5,0,0,0,0,0,0,27,6.75,678,169.5,0,0,0,0,0,0,53,13.25,4,7.36E+22,Product Viewer,MEDIUM VALUE,MARRIED MEN,PRODUCT VIEWER,ONLINE HIGH VALUE OFFER SEEKER,,,Women's Shoes,Accessories,4,5,9,3199,3194,3188
404,BOBBODZ@EMAIL1.COM,34,F,M,Engineer,College,48933,5,4,0.666667,0,0,0,0,2,0.333333,29,4.833333,2446,407.666667,0,0,0,0,0,0,53,8.833333,6,7.36E+22,Product Viewer,MEDIUM VALUE,MARRIED WOMEN,PRODUCT VIEWER,ONLINE MEDIUM VALUE NON OFFER SEEKER,,,Men's Casual,Furniture,4,5,9,6200,6204,6209
405,BOBMONK@EMAIL1.COM,39,M,S,Self Employed,High School,37102,1,5,0.833333,0,0,1,0.166667,1,0.166667,32,5.333333,2210,368.333333,449,74.833333,0,0,449,74.833333,64,10.666667,6,7.36E+22,Product Viewer,HIGH VALUE,MIDDLE INCOME SCHOOL EDUCATED,PRODUCT VIEWER,ONLINE MEDIUM VALUE NON OFFER SEEKER,,,Women's Shoes,Beauty,2,3,1,3211,3213,6178
406,BOBMOSS@EMAIL1.COM,33,F,U,Not employed,High School,38128,1,1,0.2,0,0,0,0,0,0,12,2.4,639,127.8,0,0,0,0,0,0,21,4.2,5,7.36E+22,Product Viewer,MEDIUM VALUE,MIDDLE INCOME SCHOOL EDUCATED,PRODUCT VIEWER,ONLINE MEDIUM VALUE NON OFFER SEEKER,,,Men's Sportswear,Athletic Shoes,7,9,10,3211,3213,6178
407,BOBPITT@EMAIL1.COM,53,M,S,Pharmacist,College,61820,1,19,1.055556,0,0,4,0.222222,2,0.111111,112,6.222222,10036,557.555556,1531,85.055556,0,0,1531,85.055556,215,11.944444,18,7.36E+22,Product Viewer,HIGH VALUE,HIGH INCOME SINGLE,VISITOR,INSTORE HIGH VALUE NON OFFER SEEKER,,,Men's Career,Formal Shoes,4,9,10,3199,3194,3188
408,BOBTOWB@EMAIL1.COM,54,F,U,Engineer,College,55441,1,4,0.5,0,0,0,0,4,0.5,28,3.5,2351,293.875,0,0,0,0,0,0,48,6,8,7.36E+22,Product Viewer,LOW VALUE,MARRIED WOMEN,PRODUCT VIEWER,INSTORE MEDIUM VALUE OFFER SEEKER,,,Home goods,Athletic Shoes,4,9,10,6200,6204,6209
409,CHARLIE.BARNFIELD,29,F,U,Financial analyst,College,60429,1,6,0.857143,0,0,1,0.142857,3,0.428571,36,5.142857,2844,406.285714,149,21.285714,0,0,149,21.285714,71,10.142857,7,3.36E+22,Product Viewer,HIGH VALUE,HIGH INCOME SINGLE,PRODUCT VIEWER,ONLINE MEDIUM VALUE NON OFFER SEEKER,,,Women's Sportwear,Women's Sportwear,4,5,9,3211,3213,6178
410,GREGORY.BARNFIELD,52,M,S,Engineer,Post College,102693,1,11,0.916667,0,0,0,0,4,0.333333,55,4.583333,6461,538.416667,0,0,0,0,0,0,110,9.166667,12,3.36E+22,Product Viewer,MEDIUM VALUE,MIDDLE INCOME SINGLE,PRODUCT VIEWER,ONLINE MEDIUM VALUE NON OFFER SEEKER,,,Women's Career,Women's Sportwear,4,5,9,3211,3213,6178
411,BEN.ALBA@EMAIL1.COM,43,F,S,Professor,College,63664,1,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,3,1,3,3.36E+22,Visitor,MEDIUM VALUE,HIGH INCOME SINGLE,REPEAT BUYER,INSTORE HIGH VALUE NON OFFER SEEKER,,,Women's Shoes,Accessories,2,3,1,3199,3194,3188
412,BEN.ALBA@EMAIL2.COM,43,F,S,Accountant,College,34175,1,1,0.5,3,1.5,3,1.5,0,0,13,6.5,429,214.5,1032,516,1032,516,1032,516,28,14,2,3.36E+22,Repeat Buyer,HIGH VALUE,HIGH INCOME SINGLE,PROBABLE BUYER,INSTORE MEDIUM VALUE OFFER SEEKER,,,Men's Casual,Furniture,7,9,10,6200,6204,6209
413,BOB.BIRD@EMAIL2.COM,32,F,U,Pharmacist,Post College,77642,1,9,1,0,0,3,0.333333,1,0.111111,45,5,3501,389,777,86.333333,0,0,777,86.333333,103,11.444444,9,3.36E+22,Product Viewer,MEDIUM VALUE,MIDDLE INCOME SINGLE,PRODUCT VIEWER,ONLINE MEDIUM VALUE NON OFFER SEEKER,,,Women's Shoes,Beauty,4,9,10,3211,3213,6178
414,BOB.BODZ@EMAIL1.COM,63,M,S,Unemployed,High School,50527,1,8,0.8,0,0,0,0,3,0.3,36,3.6,3212,321.2,0,0,0,0,0,0,76,7.6,10,3.36E+22,Product Viewer,MEDIUM VALUE,HIGH INCOME SINGLE,PRODUCT VIEWER,INSTORE HIGH VALUE NON OFFER SEEKER,,,Men's Sportswear,Athletic Shoes,4,9,10,3211,3213,6178
415,BOB.BODZ@EMAIL2.COM,39,F,S,Doctor,Post College,71998,1,1,0.2,0,0,0,0,1,0.2,21,4.2,999,199.8,0,0,0,0,0,0,43,8.6,5,3.36E+22,Product Viewer,MEDIUM VALUE,MIDDLE INCOME SINGLE,PRODUCT VIEWER,INSTORE HIGH VALUE NON OFFER SEEKER,,,Men's Career,Formal Shoes,4,5,9,3199,3194,3188
416,BOB.MONK@EMAIL1.COM,37,M,M,Engineer,College,31946,4,2,0.333333,0,0,0,0,0,0,27,4.5,358,59.666667,0,0,0,0,0,0,47,7.833333,6,3.36E+22,Product Viewer,MEDIUM VALUE,MARRIED MEN,PRODUCT VIEWER,INSTORE HIGH VALUE NON OFFER SEEKER,,,Home goods,Athletic Shoes,4,5,9,6200,6204,6209
417,BOB.MOSS@EMAIL1.COM,26,F,U,Nursing,College,40183,2,3,0.75,0,0,0,0,2,0.5,18,4.5,2697,674.25,0,0,0,0,0,0,34,8.5,4,3.36E+22,Product Viewer,HIGH VALUE,MARRIED WOMEN,PRODUCT VIEWER,ONLINE MEDIUM VALUE NON OFFER SEEKER,,,Women's Sportwear,Women's Sportwear,2,3,1,3211,3213,6178
418,BOB.PITT@EMAIL1.COM,41,M,M,Engineer,Post College,83199,2,1,0.333333,3,1,3,1,0,0,16,5.333333,399,133,1357,452.333333,1357,452.333333,1357,452.333333,35,11.666667,3,7.10E+22,Repeat Buyer,MEDIUM VALUE,HIGH INCOME FAMILY,PROBABLE BUYER,INSTORE LOW VALUE NON OFFER SEEKER,,,Women's Career,Women's Sportwear,7,9,10,3211,3213,6178
419,BOB.TOWB@EMAIL2.COM,26,M,U,Engineer,College,32504,2,4,1.333333,0,0,0,0,0,0,10,3.333333,2896,965.333333,0,0,0,0,0,0,28,9.333333,3,7.10E+22,Product Viewer,HIGH VALUE,MARRIED MEN,PRODUCT VIEWER,INSTORE HIGH VALUE NON OFFER SEEKER,,,Women's Shoes,Accessories,4,9,10,3199,3194,3188
420,BOB.WEBB@EMAIL2.COM,35,F,M,Financial analyst,College,47324,3,0,0,3,1,3,1,0,0,6,2,0,0,1557,519,1557,519,1557,519,14,4.666667,3,7.10E+22,Repeat Buyer,MEDIUM VALUE,MARRIED WOMEN,PROBABLE BUYER,INSTORE MEDIUM VALUE OFFER SEEKER,,,Men's Casual,Furniture,4,9,10,6200,6204,6209
421,BOBBRINK@EMAIL1.COM,35,F,M,Engineer,Post College,59275,3,1,0.333333,0,0,1,0.333333,1,0.333333,11,3.666667,399,133,399,133,0,0,399,133,27,9,3,7.10E+22,Product Viewer,MEDIUM VALUE,MARRIED WOMEN,PRODUCT VIEWER,INSTORE HIGH VALUE NON OFFER SEEKER,,,Women's Shoes,Beauty,4,5,9,3211,3213,6178
422,BOBHOUSE@EMAIL1.COM,49,M,M,Lawyer,Post College,107132,5,3,0.333333,1,0.111111,1,0.111111,2,0.222222,51,5.666667,1177,130.777778,399,44.333333,399,44.333333,399,44.333333,98,10.888889,9,4.98E+21,Buyer,LOW VALUE,HIGH INCOME FAMILY,REPEAT BUYER,INSTORE LOW VALUE NON OFFER SEEKER,,,Men's Sportswear,Athletic Shoes,4,5,9,3211,3213,6178
423,GREGBIRD@EMAIL1.COM,39,F,S,Accountant,Post College,74280,1,2,0.166667,0,0,0,0,1,0.083333,36,3,828,69,0,0,0,0,0,0,71,5.916667,12,6.07E+22,Product Viewer,MEDIUM VALUE,MIDDLE INCOME SINGLE,PRODUCT VIEWER,ONLINE MEDIUM VALUE NON OFFER SEEKER,,,Men's Career,Formal Shoes,2,3,1,3199,3194,3188
424,GREGBODZ@EMAIL1.COM,39,F,S,Professor,College,67833,1,5,0.833333,0,0,2,0.333333,2,0.333333,55,9.166667,1585,264.166667,628,104.666667,0,0,628,104.666667,114,19,6,6.07E+22,Product Viewer,MEDIUM VALUE,HIGH INCOME SINGLE,PRODUCT VIEWER,ONLINE MEDIUM VALUE NON OFFER SEEKER,,,Home goods,Athletic Shoes,7,9,10,6200,6204,6209
425,GREGMONK@EMAIL1.COM,27,M,S,Lawyer,College,36160,1,5,1,0,0,0,0,3,0.6,26,5.2,2275,455,0,0,0,0,0,0,50,10,5,6.07E+22,Product Viewer,LOW VALUE,HIGH INCOME SINGLE,PRODUCT VIEWER,INSTORE MEDIUM VALUE OFFER SEEKER,,,Women's Sportwear,Women's Sportwear,4,9,10,3211,3213,6178
426,GREGPITT@EMAIL1.COM,36,F,M,Lawyer,College,66981,4,4,0.666667,0,0,0,0,0,0,21,3.5,1896,316,0,0,0,0,0,0,45,7.5,6,6.07E+22,Product Viewer,HIGH VALUE,HIGH INCOME FAMILY,PRODUCT VIEWER,ONLINE MEDIUM VALUE NON OFFER SEEKER,,,Women's Career,Women's Sportwear,4,9,10,3211,3213,6178
427,GREGTOWB@EMAIL1.COM,28,F,S,Doctor,Post College,78869,1,16,0.941176,0,0,3,0.176471,9,0.529412,104,6.117647,9974,586.705882,2167,127.470588,0,0,2167,127.470588,214,12.588235,17,6.07E+22,Product Viewer,HIGH VALUE,MIDDLE INCOME SINGLE,VISITOR,INSTORE MEDIUM VALUE OFFER SEEKER,,,Women's Shoes,Accessories,4,5,9,3199,3194,3188
428,GREGWEBB@EMAIL1.COM,26,F,S,Private Sector,High School,21874,1,4,0.666667,0,0,0,0,2,0.333333,33,5.5,3286,547.666667,0,0,0,0,0,0,62,10.333333,6,6.07E+22,Product Viewer,LOW VALUE,MIDDLE INCOME SCHOOL EDUCATED,PRODUCT VIEWER,ONLINE HIGH VALUE OFFER SEEKER,,,Men's Casual,Furniture,4,5,9,6200,6204,6209
429,JOHNBODZ@EMAIL1.COM,39,M,M,Engineer,College,48638,3,21,1.105263,0,0,6,0.315789,5,0.263158,125,6.578947,9700,510.526316,2896,152.421053,0,0,2896,152.421053,258,13.578947,19,2.24E+22,Product Viewer,MEDIUM VALUE,MARRIED MEN,VISITOR,INSTORE HIGH VALUE NON OFFER SEEKER,,,Women's Shoes,Beauty,2,3,1,3211,3213,6178
430,JOHNMONK@EMAIL1.COM,43,M,S,Engineer,College,81120,1,2,0.666667,0,0,0,0,0,0,17,5.666667,898,299.333333,0,0,0,0,0,0,28,9.333333,3,2.24E+22,Product Viewer,LOW VALUE,HIGH INCOME SINGLE,PRODUCT VIEWER,ONLINE HIGH VALUE OFFER SEEKER,,,Men's Sportswear,Athletic Shoes,7,9,10,3211,3213,6178
431,JOHNMOSS@EMAIL1.COM,28,F,S,Engineer,College,47617,1,2,0.666667,0,0,0,0,1,0.333333,19,6.333333,898,299.333333,0,0,0,0,0,0,33,11,3,2.24E+22,Product Viewer,LOW VALUE,HIGH INCOME SINGLE,PRODUCT VIEWER,ONLINE HIGH VALUE OFFER SEEKER,,,Men's Career,Formal Shoes,4,9,10,3199,3194,3188
432,JOHNPITT@EMAIL1.COM,37,F,M,Nursing,Post College,65609,2,11,0.647059,0,0,1,0.058824,7,0.411765,88,5.176471,6974,410.235294,499,29.352941,0,0,499,29.352941,190,11.176471,17,2.24E+22,Product Viewer,LOW VALUE,HIGH INCOME FAMILY,PRODUCT VIEWER,ONLINE HIGH VALUE OFFER SEEKER,,,Home goods,Athletic Shoes,4,9,10,6200,6204,6209
433,JOHNTOWB@EMAIL1.COM,26,F,U,Self Employed,College,50263,1,11,1,0,0,6,0.545455,3,0.272727,80,7.272727,6149,559,3874,352.181818,0,0,3874,352.181818,178,16.181818,11,1.23E+22,Product Viewer,LOW VALUE,HIGH INCOME SINGLE,VISITOR,INSTORE HIGH VALUE NON OFFER SEEKER,,,Women's Sportwear,Women's Sportwear,4,5,9,3211,3213,6178
434,JOHNWEBB@EMAIL1.COM,38,M,M,Nursing,College,58313,5,5,0.625,0,0,0,0,6,0.75,28,3.5,2715,339.375,0,0,0,0,0,0,61,7.625,8,1.23E+22,Product Viewer,MEDIUM VALUE,MARRIED MEN,PRODUCT VIEWER,ONLINE HIGH VALUE OFFER SEEKER,,,Women's Career,Women's Sportwear,4,5,9,3211,3213,6178
435,ROSSBIRD@EMAIL1.COM,44,F,M,Engineer,Post College,90589,3,16,1,0,0,4,0.25,2,0.125,101,6.3125,7264,454,1376,86,0,0,1376,86,210,13.125,16,1.23E+22,Product Viewer,MEDIUM VALUE,HIGH INCOME FAMILY,VISITOR,INSTORE HIGH VALUE NON OFFER SEEKER,,,Women's Shoes,Accessories,2,3,1,3199,3194,3188
436,ROSSBODZ@EMAIL1.COM,44,F,M,Not employed,College,55761,3,3,1,0,0,0,0,1,0.333333,16,5.333333,1747,582.333333,0,0,0,0,0,0,36,12,3,2.40E+22,Product Viewer,HIGH VALUE,MARRIED WOMEN,PRODUCT VIEWER,ONLINE MEDIUM VALUE NON OFFER SEEKER,,,Men's Casual,Furniture,7,9,10,6200,6204,6209
437,ROSSMONK@EMAIL1.COM,42,M,M,Engineer,Post College,74597,5,3,0.5,0,0,0,0,3,0.5,32,5.333333,2047,341.166667,0,0,0,0,0,0,70,11.666667,6,2.49E+22,Product Viewer,MEDIUM VALUE,HIGH INCOME FAMILY,PRODUCT VIEWER,INSTORE HIGH VALUE NON OFFER SEEKER,,,Women's Shoes,Beauty,4,9,10,3211,3213,6178
438,ROSSTOWB@EMAIL1.COM,43,F,M,Pharmacist,Post College,82269,4,0,0,0,0,0,0,0,0,8,4,0,0,0,0,0,0,0,0,10,5,2,2.49E+22,Visitor,MEDIUM VALUE,HIGH INCOME FAMILY,REPEAT BUYER,ONLINE MEDIUM VALUE NON OFFER SEEKER,,,Men's Sportswear,Athletic Shoes,4,9,10,3211,3213,6178
439,ROSSWEBB@EMAIL1.COM,30,M,S,Financial analyst,College,28238,1,4,0.4,0,0,0,0,3,0.3,34,3.4,1346,134.6,0,0,0,0,0,0,64,6.4,10,7.57E+21,Product Viewer,HIGH VALUE,HIGH INCOME SINGLE,PRODUCT VIEWER,ONLINE MEDIUM VALUE NON OFFER SEEKER,,,Men's Career,Formal Shoes,4,5,9,3199,3194,3188
440,TOM.MONK@EMAIL2.COM,32,M,M,Unemployed,High School,22644,5,1,0.333333,0,0,0,0,1,0.333333,9,3,399,133,0,0,0,0,0,0,19,6.333333,3,7.57E+21,Product Viewer,MEDIUM VALUE,MIDDLE INCOME SCHOOL EDUCATED,PRODUCT VIEWER,INSTORE HIGH VALUE NON OFFER SEEKER,,,Home goods,Athletic Shoes,4,5,9,6200,6204,6209
441,TOM.PITT@EMAIL2.COM,32,M,M,Scientist,College,34526,5,9,1.125,0,0,4,0.5,3,0.375,64,8,5998,749.75,2581,322.625,0,0,2581,322.625,138,17.25,8,5.37E+22,Product Viewer,HIGH VALUE,MARRIED MEN,VISITOR,INSTORE MEDIUM VALUE OFFER SEEKER,,,Women's Sportwear,Women's Sportwear,2,3,1,3211,3213,6178
442,ALAN.MONK@EMAIL1.COM,40,F,M,Engineer,College,40712,4,0,0,6,3,6,3,0,0,5,2.5,0,0,4124,2062,4124,2062,4124,2062,17,8.5,2,6.90E+22,Repeat Buyer,HIGH VALUE,MARRIED WOMEN,PROBABLE BUYER,INSTORE MEDIUM VALUE OFFER SEEKER,,,Women's Career,Women's Sportwear,7,9,10,3211,3213,6178
443,ALAN.MOSS@EMAIL1.COM,30,F,S,Accountant,Post College,79031,1,0,0,3,1,3,1,1,0.333333,13,4.333333,0,0,2397,799,2397,799,2397,799,26,8.666667,3,6.90E+22,Repeat Buyer,MEDIUM VALUE,MIDDLE INCOME SINGLE,PROBABLE BUYER,INSTORE LOW VALUE NON OFFER SEEKER,,,Women's Shoes,Accessories,4,9,10,3199,3194,3188
444,ALAN.POLO@EMAIL1.COM,31,F,U,Not employed,Post College,73226,1,9,2.25,0,0,2,0.5,0,0,37,9.25,2493,623.25,528,132,0,0,528,132,72,18,4,7.81E+22,Product Viewer,LOW VALUE,MIDDLE INCOME SINGLE,PRODUCT VIEWER,ONLINE HIGH VALUE OFFER SEEKER,,,Men's Casual,Furniture,4,9,10,6200,6204,6209
445,ALAN.POLO@EMAIL2.COM,41,F,M,Private Sector,High School,25997,2,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,2,1,2,7.81E+22,Visitor,MEDIUM VALUE,MIDDLE INCOME SCHOOL EDUCATED,REPEAT BUYER,INSTORE HIGH VALUE NON OFFER SEEKER,,,Women's Shoes,Beauty,4,5,9,3211,3213,6178
446,ALAN.TOWB@EMAIL1.COM,26,M,S,Accountant,College,47847,1,0,0,0,0,0,0,0,0,4,1,0,0,0,0,0,0,0,0,4,1,4,7.81E+22,Visitor,MEDIUM VALUE,HIGH INCOME SINGLE,REPEAT BUYER,ONLINE HIGH VALUE OFFER SEEKER,,,Men's Sportswear,Athletic Shoes,4,5,9,3211,3213,6178
447,ALAN.TOWB@EMAIL2.COM,26,M,S,Financial analyst,College,59135,1,0,0,3,0.375,3,0.375,0,0,11,1.375,0,0,1927,240.875,1927,240.875,1927,240.875,19,2.375,8,2.44E+22,Repeat Buyer,MEDIUM VALUE,HIGH INCOME SINGLE,PROBABLE BUYER,INSTORE LOW VALUE NON OFFER SEEKER,,,Men's Career,Formal Shoes,2,3,1,3199,3194,3188
448,BEN.HOUSE@EMAIL2.COM,73,F,M,Doctor,Post College,97145,3,0,0,1,0.25,1,0.25,0,0,5,1.25,0,0,399,99.75,399,99.75,399,99.75,7,1.75,4,9.78E+22,Buyer,MEDIUM VALUE,HIGH INCOME FAMILY,REPEAT BUYER,ONLINE MEDIUM VALUE NON OFFER SEEKER,,,Home goods,Athletic Shoes,7,9,10,6200,6204,6209
449,BILL.PITT@EMAIL2.COM,26,F,U,Financial analyst,Post College,76200,1,4,0.4,0,0,0,0,3,0.3,34,3.4,2396,239.6,0,0,0,0,0,0,64,6.4,10,9.78E+22,Product Viewer,MEDIUM VALUE,MIDDLE INCOME SINGLE,PRODUCT VIEWER,INSTORE HIGH VALUE NON OFFER SEEKER,,,Women's Sportwear,Women's Sportwear,4,9,10,3211,3213,6178
450,BILL.POLO@EMAIL1.COM,36,M,S,Engineer,College,62813,1,0,0,0,0,0,0,0,0,8,4,0,0,0,0,0,0,0,0,10,5,2,2.22E+22,Visitor,HIGH VALUE,HIGH INCOME SINGLE,REPEAT BUYER,INSTORE HIGH VALUE NON OFFER SEEKER,,,Women's Career,Women's Sportwear,4,9,10,3211,3213,6178
451,BILLYBIRD@EMAIL1.COM,55,F,M,Pharmacist,Post College,70715,3,3,0.428571,0,0,0,0,1,0.142857,33,4.714286,1327,189.571429,0,0,0,0,0,0,75,10.714286,7,2.22E+22,Product Viewer,HIGH VALUE,HIGH INCOME FAMILY,PRODUCT VIEWER,ONLINE MEDIUM VALUE NON OFFER SEEKER,,,Women's Shoes,Accessories,4,5,9,3199,3194,3188
452,BILLYBODZ@EMAIL1.COM,49,F,M,Self Employed,High School,37961,6,7,0.777778,0,0,2,0.222222,5,0.555556,46,5.111111,5923,658.111111,2498,277.555556,0,0,2498,277.555556,102,11.333333,9,2.22E+22,Product Viewer,HIGH VALUE,MIDDLE INCOME SCHOOL EDUCATED,VISITOR,ONLINE MEDIUM VALUE NON OFFER SEEKER,,,Men's Casual,Furniture,4,5,9,6200,6204,6209
453,BILLYMONK@EMAIL1.COM,31,F,S,Engineer,Post College,85424,1,3,1,3,1,3,1,1,0.333333,32,10.666667,2327,775.666667,2297,765.666667,2297,765.666667,2297,765.666667,72,24,3,2.22E+22,Repeat Buyer,MEDIUM VALUE,MIDDLE INCOME SINGLE,PROBABLE BUYER,INSTORE MEDIUM VALUE OFFER SEEKER,,,Women's Shoes,Beauty,2,3,1,3211,3213,6178
454,BILLYMOSS@EMAIL1.COM,59,F,M,Professor,College,87329,4,1,0.333333,3,1,3,1,1,0.333333,18,6,899,299.666667,1667,555.666667,1667,555.666667,1667,555.666667,36,12,3,1.41E+22,Repeat Buyer,MEDIUM VALUE,HIGH INCOME FAMILY,PROBABLE BUYER,INSTORE LOW VALUE NON OFFER SEEKER,,,Men's Sportswear,Athletic Shoes,7,9,10,3211,3213,6178
455,BILLYPITT@EMAIL1.COM,26,M,U,Professor,College,47788,1,11,1,0,0,6,0.545455,1,0.090909,89,8.090909,3894,354,2354,214,0,0,2354,214,197,17.909091,11,1.41E+22,Product Viewer,HIGH VALUE,HIGH INCOME SINGLE,VISITOR,INSTORE HIGH VALUE NON OFFER SEEKER,,,Men's Career,Formal Shoes,4,9,10,3199,3194,3188
456,BILLYTOWB@EMAIL1.COM,26,F,U,Private Sector,High School,30296,1,4,0.444444,0,0,0,0,2,0.222222,27,3,1956,217.333333,0,0,0,0,0,0,59,6.555556,9,5.88E+22,Product Viewer,MEDIUM VALUE,MIDDLE INCOME SCHOOL EDUCATED,PRODUCT VIEWER,INSTORE HIGH VALUE NON OFFER SEEKER,,,Home goods,Athletic Shoes,4,9,10,6200,6204,6209
